vul_id	cve_id	github_reviewed	name	ecosystem	purl	repo	ranges_introduced	ranges_fixed	ranges_last_affected	versions
GHSA-vw7g-3cc7-7rmh	CVE-2024-41265	True	github.com/cortexproject/cortex	Go	pkg:golang/github.com/cortexproject/cortex	SEMVER	0	None_fixed	0.42.1	[]
GHSA-vw7g-3cc7-7rmh	CVE-2024-41265	True	github.com/cortexproject/cortex	Go	pkg:golang/github.com/cortexproject/cortex	SEMVER	None_introduced	None_fixed	None_last_affected	[]
GHSA-8r3f-844c-mc37	CVE-2024-24786	True	google.golang.org/protobuf	Go	pkg:golang/google.golang.org/protobuf	SEMVER	0	1.33.0	None_last_affected	[]
GHSA-8r3f-844c-mc37	CVE-2024-24786	True	google.golang.org/protobuf/encoding/protojson	Go	pkg:golang/google.golang.org/protobuf/encoding/protojson	SEMVER	0	1.33.0	None_last_affected	[]
GHSA-8r3f-844c-mc37	CVE-2024-24786	True	google.golang.org/protobuf/internal/encoding/json	Go	pkg:golang/google.golang.org/protobuf/internal/encoding/json	SEMVER	0	1.33.0	None_last_affected	[]
GO-2022-0886	CVE-2018-1002101	False	k8s.io/kubernetes	Go	pkg:golang/k8s.io/kubernetes	SEMVER	1.9.0	1.9.10	None_last_affected	[]
GHSA-cvh4-cjc9-84qm	CVE-2022-3751	True	github.com/owncast/owncast	Go	pkg:golang/github.com/owncast/owncast	SEMVER	0	0.0.13	None_last_affected	[]
GO-2025-3468	CVE-2025-24806	False	github.com/authelia/authelia	Go	pkg:golang/github.com/authelia/authelia	SEMVER	0	None_fixed	None_last_affected	[]
GO-2025-3468	CVE-2025-24806	False	github.com/authelia/authelia/v4	Go	pkg:golang/github.com/authelia/authelia/v4	SEMVER	0	4.38.19	None_last_affected	[]
GHSA-qggc-pj29-j27m	CVE-2022-1332	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	6.4.0	6.4.2	None_last_affected	[]
GHSA-qggc-pj29-j27m	CVE-2022-1332	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	6.3.0	6.3.5	None_last_affected	[]
GHSA-qggc-pj29-j27m	CVE-2022-1332	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	6.0.0	6.2.5	None_last_affected	[]
GHSA-qggc-pj29-j27m	CVE-2022-1332	True	github.com/mattermost/mattermost-server/v5	Go	pkg:golang/github.com/mattermost/mattermost-server/v5	SEMVER	0	5.37.9	None_last_affected	[]
